"job_id","job_title","job_location","company_name","salary_year_avg"
257764,"Data Analyst","Sharjah - United Arab Emirates","ConFlip",NULL
147356,"VCP Data Analyst & Operational Support, ManpowerGroup Middle East...","Dubai - United Arab Emirates","Qureos",NULL
1688035,"Data Analyst","Doha, Qatar","Work standard",NULL
1382803,"RCM Data Analyst Jobs In Dubai | Mediclinic Recruitment 2022","Dubai - United Arab Emirates","Talentscoutarabia",NULL
1422174,"Data Analyst","Doha, Qatar","Want More",NULL
837862,"Data & Analytics Architect","Dubai - United Arab Emirates","Accenture",NULL
125695,"Data Analyst","Riyadh Saudi Arabia","Work standard",NULL
348367,"Data Architect","Dubai - United Arab Emirates","Caliberly",NULL
147934,"Data Analyst","Doha, Qatar","Avanta Works",NULL
65041,"Principal Data Analyst Jobs In Dubai","Dubai - United Arab Emirates","Talentscoutarabia",NULL
1042821,"Data Analyst","Riyadh Saudi Arabia","Work standard",NULL
1437873,"Data Analyst","Riyadh Saudi Arabia","Flyper",NULL
1091181,"Agricultural Data Analyst - UAE, E20 Investment Ltd. - Powered By...","Dubai - United Arab Emirates","Qureos",NULL
500672,"Data Analyst","Doha, Qatar","PPOAR",NULL
24265,"Creative Data Analyst Jobs in Dubai","Dubai - United Arab Emirates","TikTok",NULL
283745,"Data/ai Analyst","Dubai - United Arab Emirates","Halian",NULL
1335096,"Data Analyst Trainee - Customer Analytics","United Arab Emirates","Chalhoub Group",NULL
831548,"Data Analyst","Dubai - United Arab Emirates","Majid Al Futtaim",NULL
1408055,"UAE National- Data Analyst","Dubai - United Arab Emirates","Al-Futtaim",NULL
1237506,"Data Analyst","Dubai - United Arab Emirates","ConFlip",NULL
280233,"Data Analyst","Riyadh Saudi Arabia","Abroad Work",NULL
148145,"Data Analyst","Doha, Qatar","JobCenter",NULL
960834,"Data Analyst","Ras Al-Khaimah - Ras al Khaimah - United Arab Emirates","JobCenter",NULL
489589,"Binance Accelerator Program - Junior Data Analyst","Anywhere","Binance",NULL
718754,"Data Analyst","Umm Al Quwain - Umm Al Quawain - United Arab Emirates","JobCenter",NULL
385268,"Data Analyst Jobs In Dubai UAE 2023","Dubai - United Arab Emirates","Al Futtaim",NULL
599373,"Statistical Analyst Jobs In Sharjah UAE","Sharjah - United Arab Emirates","Agoda",NULL
1750224,"Data Architect","United Arab Emirates","Almosafer",NULL
821231,"Data Analyst","Dubai - United Arab Emirates","PPOAR",NULL
1686392,"Data Developer Analyst","Dubai - United Arab Emirates","Deriv",NULL
