job_id,job_title,job_location,company_name,salary_year_avg
1656466,Data Analyst,Anywhere,Get It Recruit - Information Technology,83000.0
457003,"Data Analyst - Part Time (Greater NYC Area, NY or Remote)",Anywhere,Memorial Sloan Kettering Cancer Center,83200.0
1153109,Data Analyst,Anywhere,Get It Recruit - Information Technology,83500.0
197120,Accountant/Data Analyst,Anywhere,Robert Half,83500.0
309335,Data Analyst,Anywhere,Get It Recruit - Information Technology,83500.0
1618469,Data Quality Analyst,Anywhere,Get It Recruit - Information Technology,83500.0
1128758,Data Analyst with PowerBI expertise,Anywhere,Get It Recruit - Information Technology,83500.0
1366794,Data Analyst,Anywhere,Get It Recruit - Information Technology,83500.0
1632454,Data Analyst,Anywhere,Insight Global,83500.0
858421,Data Analyst Intern,Anywhere,Get It Recruit - Information Technology,84000.0
1558833,Data Analyst,Anywhere,Get It Recruit - Information Technology,84000.0
1544793,Early Career Data Analyst,Anywhere,Get It Recruit - Information Technology,84000.0
998283,Data Analyst - Remote US,Anywhere,Get It Recruit - Information Technology,84000.0
122796,Marketing Data Analyst,Anywhere,Get It Recruit - Information Technology,84000.0
1683817,Data Analyst,Anywhere,Get It Recruit - Information Technology,84000.0
1155449,Data Analyst- Early Career Quality Engineer,Anywhere,Get It Recruit - Information Technology,84000.0
1156181,Remote Data Analyst,Anywhere,Get It Recruit - Information Technology,84000.0
23358,Data Analyst,Anywhere,Get It Recruit - Information Technology,84000.0
894665,Data Analyst,Anywhere,Get It Recruit - Information Technology,84000.0
1551217,Data Analyst,Anywhere,Get It Recruit - Information Technology,84000.0
1761702,Business Data Analyst,Anywhere,Get It Recruit - Information Technology,84000.0
918810,Healthcare Data Analyst,Anywhere,Get It Recruit - Information Technology,84000.0
133854,Pricing Data Analyst,Anywhere,Get It Recruit - Finance,84500.0
444259,Data Analyst,Anywhere,Get It Recruit - Information Technology,84500.0
1813745,Data Platform Analyst,Anywhere,Get It Recruit - Information Technology,84500.0
104800,Financial Data Analyst,Anywhere,Get It Recruit - Information Technology,84500.0
1163106,Finance Data Analyst,Anywhere,Get It Recruit - Information Technology,84500.0
547661,Data Analyst,Anywhere,Get It Recruit - Information Technology,84500.0
398669,Experienced Data Analyst,Anywhere,Get It Recruit - Information Technology,84500.0
1736157,Asset Verification Data Analyst,Anywhere,Get It Recruit - Information Technology,84500.0
367476,Data Analyst,Anywhere,Get It Recruit - Information Technology,84500.0
1540216,Marketing Data Analyst,Anywhere,Get It Recruit - Information Technology,84500.0
496663,Data Analyst,Anywhere,Get It Recruit - Information Technology,84500.0
1811540,Business Data Analyst,Anywhere,Ronin Staffing,84800.0
1766497,Healthcare Data Analyst,Anywhere,Get It Recruit - Healthcare,84950.0
384007,Data Analyst,Anywhere,Motion Recruitment,85000.0
1085007,Data Analyst (Remote),Anywhere,DeepIntent,85000.0
1640252,Data Analyst,Anywhere,Get It Recruit - Information Technology,85000.0
1215316,Data Analyst & Dashboard Developer,Anywhere,Impact Genome,85000.0
1782272,Marketing Data Analyst,Anywhere,FocusKPI Inc.,85000.0
27772,Data Analyst - DHS Clearance Required Remote / Telecommute Jobs,Anywhere,Redwood Strategy Group,85000.0
382000,Healthcare Data Analyst,Anywhere,Prime Team Partners,85000.0
1458260,Data Analyst / Software Developer,Anywhere,"QSE7, LLC",85000.0
1762396,Data Analyst & Dashboard Developer,Anywhere,Impact Genome,85000.0
50602,Data Analyst & Dashboard Developer,Anywhere,Impact Genome,85000.0
1201469,Data Analyst (Hybrid - Remote/1-2 days office)/DC Metro,Anywhere,Peopletek,85000.0
1112585,Senior Data Analyst II,Anywhere,"BlueLabs Analytics, Inc.",85000.0
52176,PPM Data Analyst - Remote,Anywhere,Mint Mobile,85000.0
314738,Growth Data Analyst,Anywhere,Get It Recruit - Information Technology,85000.0
196337,Predictive Data Analyst,Anywhere,SimioCloud,85000.0
710614,Data Mining Analyst,Anywhere,Envision Staffing Solutions,85000.0
1638633,Data Governance Analyst,Anywhere,Get It Recruit - Information Technology,85500.0
456839,Telecom Data Analyst,Anywhere,Get It Recruit - Information Technology,86000.0
1704094,Remote Data Analyst,Anywhere,Get It Recruit - Information Technology,86500.0
401243,Remote Data Analyst,Anywhere,Get It Recruit - Information Technology,86500.0
961041,Treasury Data Analyst II,Anywhere,Get It Recruit - Information Technology,87000.0
916210,Treasury Data Analyst II,Anywhere,Get It Recruit - Information Technology,87000.0
1489901,Data Analyst,Anywhere,Predictive Data Lab,87500.0
1433360,Data Analyst - New Grad - Remote,Anywhere,SeatGeek,87500.0
826590,Data Analyst,Anywhere,Beacon Hill Staffing Group,87500.0
915649,Data Analyst,Anywhere,Get It Recruit - Information Technology,87500.0
748524,Senior Financial and Data Analyst,Anywhere,Oxfam America,87500.0
30317,Data Analyst,Anywhere,Insight Global,87500.0
352252,Media Data Analyst/Media Coordinator,Anywhere,Get It Recruit - Administrative,87500.0
66566,Healthcare Data Analyst,Anywhere,Vatica Health,87500.0
1657752,Supply Chain Data Analyst,Anywhere,Get It Recruit - Transportation,88000.0
1209792,Health Data Systems Analyst,Anywhere,Get It Recruit - Information Technology,88000.0
833662,Marketing Data Analyst (Remote),Anywhere,World Education Services,89000.0
660036,Senior Supply Chain Analytics Analyst,Anywhere,Get It Recruit - Transportation,89000.0
1618146,Mobile Data Analyst,Anywhere,Verizon,89500.0
122927,Data Analyst (Modeling) (Remote),Anywhere,Heluna Health,89796.0
663590,Data Analyst 2 - Albany - Research and Statistics,Anywhere,"Labor, Department of",89833.5
811436,Strategic Data Analyst,Anywhere,Get It Recruit - Finance,90000.0
354417,Data Analyst,Anywhere,EcoCart,90000.0
321007,Data Analysis Manager,Anywhere,Maximus,90000.0
514485,Health Data Lead Analyst - Fully Remote,Anywhere,Constant Associates,90000.0
648986,Healthcare Data Analyst,Anywhere,Get It Recruit - Finance,90000.0
